contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,216,0.50463,0.082569,0.17757,28,2.050169,72,0.049805,true,0.923077,N01846
TRINITY_DN0_c0_g1_i12,544,0.457721,-0.116466,-0.145763,43,1.529889,90,0.121582,true,0.886447,N00168
TRINITY_DN0_c0_g1_i15,274,0.474453,-0.2,-0.194444,28,1.891519,68,0.0625,false,NA,NA
TRINITY_DN0_c0_g1_i16,420,0.47381,-0.115578,-0.049774,28,1.203931,78,0.093506,false,NA,NA
TRINITY_DN0_c0_g1_i17,394,0.446701,-0.215909,-0.220183,36,1.92117,89,0.089111,false,NA,NA
TRINITY_DN0_c0_g1_i2,538,0.45539,-0.134694,-0.153584,41,1.497082,88,0.118164,true,0.870909,N01872
TRINITY_DN0_c0_g1_i20,307,0.423453,-0.2,-0.20904,26,1.967949,79,0.070801,false,NA,NA
TRINITY_DN0_c0_g1_i22,396,0.492424,-0.117949,-0.094527,36,1.520802,79,0.090576,false,NA,NA
TRINITY_DN0_c0_g1_i23,366,0.508197,-0.107527,-0.133333,33,1.412797,75,0.08252,false,NA,NA
TRINITY_DN0_c0_g1_i25,538,0.459108,-0.157895,-0.140893,43,1.555541,88,0.119385,true,0.887273,N01872
TRINITY_DN0_c0_g1_i26,474,0.474684,-0.111111,-0.100402,40,1.5168,89,0.108398,true,0.809091,N01872
TRINITY_DN0_c0_g1_i27,541,0.45841,-0.137097,-0.153584,44,1.577782,89,0.120361,true,0.946281,N00169
TRINITY_DN0_c0_g1_i28,538,0.464684,-0.168,-0.145833,43,1.523577,88,0.117676,true,0.878182,N01872
TRINITY_DN0_c0_g1_i29,297,0.434343,-0.209302,-0.25,26,1.941176,76,0.066895,true,0.57598,N00165
TRINITY_DN0_c0_g1_i3,538,0.460967,-0.153226,-0.144828,44,1.576557,78,0.117676,true,0.948025,N00172
TRINITY_DN0_c0_g1_i4,541,0.456562,-0.1417,-0.156463,42,1.520273,89,0.120361,true,0.904762,N00168
TRINITY_DN0_c0_g1_i5,541,0.452865,-0.134694,-0.155405,43,1.578865,89,0.120361,true,0.952479,N00169
TRINITY_DN0_c0_g1_i6,544,0.461397,-0.139442,-0.139932,46,1.620306,90,0.121826,true,0.883636,N01872
TRINITY_DN0_c0_g1_i7,345,0.443478,-0.254902,-0.28125,30,1.891447,88,0.076172,false,NA,NA
TRINITY_DN0_c1_g1_i1,296,0.469595,0.064748,0.146497,28,1.723077,78,0.068115,false,NA,NA
TRINITY_DN0_c1_g1_i2,411,0.416058,0.192982,0.208333,31,1.810315,85,0.088135,true,0.883295,N02371
TRINITY_DN0_c1_g1_i3,412,0.432039,0.168539,0.25641,33,1.766632,85,0.090576,true,0.959698,N02350
TRINITY_DN0_c1_g2_i1,300,0.473333,0.140845,0.151899,23,1.396478,77,0.067871,false,NA,NA
TRINITY_DN0_c1_g3_i1,235,0.476596,0.142857,0.089431,16,1.223958,71,0.051758,false,NA,NA
TRINITY_DN9_c0_g1_i1,208,0.403846,-0.238095,-0.129032,20,2.5,44,0.047607,false,NA,NA
TRINITY_DN3_c0_g1_i1,359,0.45961,0.212121,0.123711,34,1.877846,98,0.079346,false,NA,NA
TRINITY_DN3_c0_g1_i3,342,0.461988,0.21519,0.097826,33,1.896169,98,0.077148,false,NA,NA
TRINITY_DN3_c0_g1_i4,342,0.464912,0.220126,0.103825,34,1.933489,98,0.076416,true,0.626374,N00168
TRINITY_DN3_c0_g2_i1,458,0.465066,0.126761,0.110204,44,1.805735,99,0.104004,true,0.978022,N02457
TRINITY_DN3_c0_g3_i1,260,0.469231,0.147541,0.15942,19,1.357143,54,0.057861,false,NA,NA
TRINITY_DN3_c0_g3_i2,524,0.429389,0.048889,0.103679,28,1.162047,71,0.11377,true,0.960094,N02351
TRINITY_DN3_c0_g3_i4,224,0.464286,0.192308,0.133333,15,1.290323,74,0.048584,false,NA,NA
TRINITY_DN3_c0_g3_i6,269,0.472119,0.149606,0.197183,18,1.228311,57,0.058594,false,NA,NA
TRINITY_DN3_c0_g3_i7,222,0.472973,0.2,0.128205,17,1.426304,74,0.049072,false,NA,NA
TRINITY_DN1_c0_g1_i2,306,0.457516,-0.085714,-0.096386,24,1.509868,67,0.071777,true,0.77551,N00180
TRINITY_DN1_c0_g1_i3,320,0.45,-0.152778,-0.102273,24,1.516887,84,0.071777,true,0.868715,N02458
TRINITY_DN1_c0_g1_i4,960,0.423958,-0.066339,0.059675,69,1.606597,142,0.19165,true,0.225494,N02545
TRINITY_DN1_c0_g1_i6,323,0.452012,-0.205479,-0.096045,24,1.518809,89,0.074463,true,0.867036,N02459
TRINITY_DN1_c0_g1_i7,1046,0.440727,-0.015184,0.14188,73,1.437516,142,0.199463,true,0.287616,N02545
TRINITY_DN1_c0_g2_i1,674,0.48368,-0.03681,0.212644,36,0.914484,119,0.136475,false,NA,NA
TRINITY_DN1_c0_g3_i1,247,0.445344,-0.163636,-0.124088,20,1.677989,79,0.057861,false,NA,NA
TRINITY_DN1_c0_g4_i1,374,0.470588,-0.056818,-0.060606,23,1.114393,71,0.084229,true,0.760417,N01925
TRINITY_DN2_c1_g1_i1,220,0.459091,0.188119,0.12605,21,1.878049,56,0.051758,true,0.4,N01872
TRINITY_DN20_c0_g1_i1,222,0.522523,0.0,0.075472,23,1.517836,73,0.05249,true,1.0,N02729
TRINITY_DN6_c0_g1_i1,286,0.479021,-0.167883,-0.181208,31,1.944298,88,0.066406,true,0.798883,N02453
TRINITY_DN6_c0_g2_i1,339,0.457227,-0.16129,-0.086957,24,1.390769,78,0.07666,true,0.903047,N02460
