contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,668,0.393713,0.003802,-0.145679,40,1.545223,63,0.132324,true,0.219355,N02542
TRINITY_DN19_c0_g1_i2,1925,0.422338,0.134071,0.034173,97,1.150691,135,0.325684,true,0.29889,N02510
TRINITY_DN19_c0_g1_i3,2208,0.416214,0.083787,-0.033359,129,1.358555,135,0.359131,true,0.29889,N02510
TRINITY_DN19_c0_g1_i4,367,0.414169,-0.118421,-0.181395,16,1.03108,92,0.065918,true,0.073584,N02396
TRINITY_DN19_c0_g1_i5,2055,0.410706,0.097156,-0.002477,109,1.269791,135,0.344482,true,0.29889,N02510
TRINITY_DN19_c0_g1_i6,271,0.490775,0.398496,-0.202899,38,2.76828,72,0.043945,false,NA,NA
TRINITY_DN19_c0_g1_i7,653,0.387443,-0.003953,-0.155,35,1.428259,72,0.131592,true,0.219355,N02542
TRINITY_DN19_c0_g1_i8,1820,0.425824,0.132903,0.039234,102,1.258542,135,0.313232,true,0.29889,N02510
TRINITY_DN19_c0_g2_i1,239,0.41841,-0.3,0.151079,7,0.735385,54,0.046875,false,NA,NA
TRINITY_DN19_c1_g1_i1,271,0.439114,0.02521,-0.039474,20,1.531939,53,0.054932,false,NA,NA
TRINITY_DN29_c0_g1_i1,279,0.512545,-0.132867,0.088235,34,1.888889,92,0.063721,true,1.0,N03046
TRINITY_DN0_c0_g1_i1,814,0.409091,-0.027027,-0.056133,59,1.733665,157,0.165771,true,0.907828,N02190
TRINITY_DN0_c0_g1_i11,221,0.497738,0.072727,0.045045,25,1.836158,73,0.050293,true,0.293883,N01545
TRINITY_DN0_c0_g1_i12,812,0.403941,0.006098,-0.066116,58,1.751106,94,0.16333,true,0.955823,N01548
TRINITY_DN0_c0_g1_i13,821,0.410475,0.026706,-0.041322,61,1.765156,94,0.167969,true,0.900253,N02190
TRINITY_DN0_c0_g1_i14,273,0.494505,0.096296,0.086957,31,1.874834,91,0.061523,true,0.410606,N00497
TRINITY_DN0_c0_g1_i15,378,0.47619,-0.022222,-0.050505,44,2.054348,75,0.083252,false,NA,NA
TRINITY_DN0_c0_g1_i17,265,0.456604,0.024793,0.027778,29,2.100875,46,0.05957,false,NA,NA
TRINITY_DN0_c0_g1_i18,529,0.453686,-0.05,-0.031142,48,1.767753,89,0.112305,true,0.989189,N00064
TRINITY_DN0_c0_g1_i19,595,0.406723,0.008264,-0.144476,42,1.706967,78,0.126221,true,0.755137,N00087
TRINITY_DN0_c0_g1_i2,383,0.477807,-0.081967,0.01,44,2.026455,113,0.084473,true,0.931818,N00067
TRINITY_DN0_c0_g1_i21,508,0.466535,0.004219,-0.055351,48,1.736505,90,0.113281,true,0.988124,N00446
TRINITY_DN0_c0_g1_i22,585,0.418803,0.020408,-0.105882,41,1.599,78,0.12793,true,0.815152,N00498
TRINITY_DN0_c0_g1_i23,675,0.419259,-0.031802,-0.107143,48,1.619838,94,0.142822,true,0.777363,N00980
TRINITY_DN0_c0_g1_i4,624,0.421474,0.064639,-0.119114,40,1.449477,78,0.133545,true,0.771084,N01548
TRINITY_DN0_c0_g1_i5,833,0.405762,-0.011834,-0.058586,64,1.866863,93,0.166504,true,0.900253,N02190
TRINITY_DN0_c0_g1_i7,378,0.473545,-0.039106,0.025126,40,1.890473,70,0.082275,true,0.605263,N00065
TRINITY_DN0_c0_g1_i8,255,0.494118,-0.142857,0.03876,30,1.967593,84,0.05835,false,NA,NA
TRINITY_DN0_c0_g1_i9,477,0.354298,0.088757,-0.11039,24,1.616036,64,0.101074,true,0.589096,N01545
TRINITY_DN0_c1_g1_i1,979,0.386108,0.058201,0.014975,82,2.255,104,0.19043,true,0.278333,N02541
TRINITY_DN0_c1_g2_i1,754,0.371353,-0.164286,0.248945,42,1.660532,86,0.138672,true,0.115615,N02541
TRINITY_DN0_c2_g1_i1,250,0.456,-0.017544,0.044118,23,1.77032,83,0.057617,true,0.6,N00453
TRINITY_DN0_c2_g1_i2,253,0.466403,0.0,0.037037,25,1.817007,84,0.05835,true,0.607748,N00452
TRINITY_DN0_c7_g1_i1,221,0.429864,0.031579,0.047619,13,1.274623,47,0.049561,false,NA,NA
TRINITY_DN0_c8_g1_i1,202,0.450495,-0.076923,-0.117117,15,1.472303,42,0.044678,false,NA,NA
