contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN22_c0_g1_i1,243,0.485597,0.169492,0.04,29,2.084295,81,0.055908,true,1.0,N02753
TRINITY_DN0_c0_g1_i2,381,0.47769,0.087912,-0.095477,40,1.854691,94,0.083496,true,0.955497,N00158
TRINITY_DN0_c0_g1_i3,399,0.478697,0.078534,-0.096154,40,1.760812,100,0.086914,true,0.963731,N00157
TRINITY_DN0_c0_g1_i4,399,0.483709,0.088083,-0.067961,40,1.727273,103,0.088867,true,0.954887,N00160
TRINITY_DN0_c0_g1_i5,315,0.526984,0.024096,0.073826,36,1.647059,95,0.072998,true,0.963696,N00144
TRINITY_DN0_c0_g2_i1,405,0.444444,0.111111,-0.137778,35,1.771875,83,0.087891,true,1.0,N00973
TRINITY_DN0_c0_g2_i2,405,0.464198,0.074468,-0.032258,43,1.981905,77,0.087158,true,0.990132,N01054
TRINITY_DN0_c0_g3_i1,471,0.456476,0.144186,-0.078125,42,1.748144,100,0.101807,true,0.981707,N02311
TRINITY_DN0_c0_g3_i2,447,0.447427,0.1,-0.060729,46,2.07697,91,0.097168,true,0.910088,N00283
TRINITY_DN0_c0_g3_i3,250,0.5,0.088,-0.008,30,1.934985,83,0.056885,false,NA,NA
TRINITY_DN0_c0_g3_i4,563,0.474245,0.138577,-0.074324,54,1.739245,131,0.120117,true,0.993521,N02309
TRINITY_DN0_c0_g4_i1,304,0.519737,-0.037975,0.178082,38,1.853659,72,0.070557,true,0.677852,N01250
TRINITY_DN0_c2_g1_i1,311,0.511254,-0.106918,0.026316,34,1.692382,94,0.072754,true,0.638614,N02354
TRINITY_DN0_c2_g1_i4,278,0.507194,-0.078014,0.051095,30,1.688259,92,0.064209,true,0.969697,N02382
TRINITY_DN0_c2_g2_i1,377,0.453581,0.076023,0.0,28,1.452394,69,0.084961,true,0.751592,N00997
TRINITY_DN0_c2_g2_i2,377,0.458886,0.063584,0.0,30,1.517713,69,0.085205,true,0.899743,N02353
TRINITY_DN9_c0_g1_i1,413,0.489104,0.049505,-0.033175,44,1.78577,82,0.092041,true,0.970944,N02346
TRINITY_DN25_c0_g1_i1,203,0.472906,0.0,-0.308411,21,1.85026,53,0.041992,false,NA,NA
TRINITY_DN25_c0_g1_i2,202,0.465347,0.0,-0.314815,20,1.828882,49,0.041748,true,0.562319,N01325
TRINITY_DN25_c0_g1_i3,203,0.458128,0.010753,-0.309091,21,1.971785,55,0.041504,true,0.55942,N01315
TRINITY_DN25_c2_g1_i1,393,0.493639,0.0,-0.085427,47,1.96312,103,0.086914,true,0.9525,N02360
TRINITY_DN3_c0_g1_i1,320,0.5125,-0.073171,0.064103,37,1.770335,71,0.072021,true,0.984615,N02560
TRINITY_DN3_c0_g1_i11,321,0.53271,-0.064327,-0.026667,40,1.763736,104,0.070557,true,0.895385,N02560
TRINITY_DN3_c0_g1_i13,412,0.497573,-0.180488,0.004831,42,1.702479,91,0.089111,true,0.997183,N00261
TRINITY_DN3_c0_g1_i14,431,0.489559,-0.175355,-0.018182,44,1.757879,95,0.094482,true,0.962865,N00508
TRINITY_DN3_c0_g1_i15,342,0.523392,-0.128492,-0.128834,34,1.476009,89,0.076416,false,NA,NA
TRINITY_DN3_c0_g1_i17,427,0.498829,-0.13615,0.0,40,1.534315,89,0.092529,true,0.685567,N02558
