contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i10,522,0.450192,-0.165957,-0.156794,40,1.555191,88,0.115967,true,0.852727,N01872
TRINITY_DN0_c0_g1_i13,487,0.435318,-0.132075,-0.2,36,1.588043,89,0.107666,true,0.942149,N00169
TRINITY_DN0_c0_g1_i14,487,0.437372,-0.15493,-0.175182,38,1.671725,89,0.108154,true,0.918,N00171
TRINITY_DN0_c0_g1_i16,642,0.462617,0.030303,0.182609,38,1.107298,61,0.130615,false,NA,NA
TRINITY_DN0_c0_g1_i19,484,0.43595,-0.165877,-0.186813,37,1.654472,88,0.108643,true,0.965,N00162
TRINITY_DN0_c0_g1_i2,319,0.420063,-0.223881,-0.254054,26,1.945122,80,0.070068,true,0.75419,N02458
TRINITY_DN0_c0_g1_i20,209,0.483254,-0.267327,-0.203704,15,1.323902,69,0.04541,false,NA,NA
TRINITY_DN0_c0_g1_i21,432,0.425926,-0.228261,-0.201613,31,1.669201,88,0.095947,true,0.9025,N00162
TRINITY_DN0_c0_g1_i22,537,0.446927,-0.166667,-0.164983,41,1.572643,88,0.119385,true,0.893773,N00168
TRINITY_DN0_c0_g1_i23,543,0.449355,-0.131148,-0.16388,42,1.559065,90,0.121094,true,0.90293,N00168
TRINITY_DN0_c0_g1_i4,434,0.426267,-0.221622,-0.180723,33,1.760324,90,0.095459,true,0.814,N00171
TRINITY_DN0_c0_g1_i6,435,0.427586,-0.204301,-0.212851,33,1.732022,89,0.096191,true,0.866109,N00167
TRINITY_DN0_c0_g1_i7,543,0.443831,-0.136929,-0.15894,41,1.562535,90,0.121582,true,0.908425,N00168
TRINITY_DN0_c0_g1_i9,1043,0.440077,-0.010893,0.143836,73,1.44575,141,0.19873,true,0.287213,N02545
TRINITY_DN0_c1_g1_i2,465,0.430108,-0.14,-0.230189,40,1.897185,96,0.10083,true,0.947761,N02370
TRINITY_DN0_c1_g1_i3,411,0.416058,-0.181287,-0.2,34,1.976521,85,0.088623,true,0.878719,N02371
TRINITY_DN9_c0_g1_i1,460,0.419565,-0.119171,0.153558,30,1.503268,78,0.101318,true,0.172247,N02545
TRINITY_DN3_c0_g1_i1,388,0.466495,-0.20442,-0.101449,30,1.48318,78,0.087891,true,0.777547,N00172
TRINITY_DN3_c0_g1_i2,391,0.475703,-0.193548,-0.112195,33,1.54991,89,0.088379,true,0.938725,N00165
TRINITY_DN3_c0_g1_i3,332,0.481928,-0.125,-0.069767,25,1.31746,77,0.075439,false,NA,NA
TRINITY_DN3_c0_g1_i4,385,0.45974,-0.152542,-0.125,30,1.509804,87,0.086182,true,0.73913,N00173
TRINITY_DN3_c0_g2_i1,232,0.435345,-0.089109,-0.053435,20,1.833992,58,0.053955,true,0.591837,N00180
TRINITY_DN3_c0_g3_i1,415,0.436145,-0.071823,-0.042735,23,1.171453,70,0.093994,true,0.974178,N02351
TRINITY_DN3_c0_g4_i1,358,0.463687,0.0,-0.0625,23,1.195239,71,0.081055,true,0.74375,N01925
TRINITY_DN1_c1_g1_i1,280,0.467857,-0.114504,-0.194631,18,1.190364,83,0.063477,false,NA,NA
TRINITY_DN5_c0_g1_i1,210,0.5,-0.295238,-0.2,23,1.919714,66,0.04541,false,NA,NA
TRINITY_DN7_c0_g1_i1,605,0.484298,0.030717,-0.217949,33,0.931117,120,0.124268,false,NA,NA
TRINITY_DN8_c0_g1_i1,234,0.504274,-0.118644,-0.137931,29,1.977273,78,0.053223,true,1.0,N01846
TRINITY_DN2_c0_g1_i1,209,0.478469,0.26,0.247706,18,1.6139,69,0.047363,false,NA,NA
TRINITY_DN2_c0_g2_i1,288,0.465278,0.208955,0.155844,28,1.878407,81,0.065186,true,0.503636,N01872
TRINITY_DN4_c0_g1_i1,221,0.524887,0.0,-0.066667,23,1.510999,73,0.052246,true,0.995495,N02729
