contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,201,0.542289,-0.100917,0.130435,27,1.845918,67,0.044922,true,1.0,N01809
TRINITY_DN19_c0_g1_i2,201,0.532338,-0.121495,0.191489,25,1.781915,67,0.044434,true,1.0,N01810
TRINITY_DN27_c0_g1_i1,265,0.475472,0.095238,-0.122302,23,1.549708,88,0.060791,false,NA,NA
TRINITY_DN27_c0_g2_i1,243,0.493827,0.083333,-0.073171,30,2.039161,81,0.057129,true,1.0,N00519
TRINITY_DN22_c0_g1_i1,337,0.525223,-0.039548,0.0625,34,1.465217,84,0.077393,true,0.836683,N00971
TRINITY_DN22_c1_g1_i1,311,0.524116,0.006135,0.175676,35,1.638814,76,0.07251,true,0.785166,N00151
TRINITY_DN22_c1_g2_i1,417,0.438849,0.038251,-0.153846,30,1.496411,86,0.091797,true,0.947115,N00963
TRINITY_DN22_c2_g1_i1,382,0.492147,0.010638,0.123711,36,1.556537,79,0.086182,true,0.962121,N02332
TRINITY_DN29_c0_g1_i1,353,0.470255,0.036145,0.069519,31,1.590552,81,0.079834,true,0.854093,N01373
TRINITY_DN29_c0_g1_i2,228,0.47807,0.027523,0.226891,18,1.382749,76,0.05127,true,0.460251,N00924
TRINITY_DN29_c0_g1_i3,256,0.4375,0.125,0.055556,19,1.57564,56,0.057861,false,NA,NA
TRINITY_DN29_c0_g1_i4,356,0.466292,0.120482,0.052632,31,1.625571,75,0.081299,true,0.783654,N00922
TRINITY_DN29_c0_g2_i1,255,0.447059,-0.052632,0.035461,23,1.810185,77,0.056152,false,NA,NA
TRINITY_DN29_c0_g2_i2,424,0.462264,0.081633,-0.070175,39,1.733333,78,0.0896,true,0.901205,N02314
TRINITY_DN29_c1_g1_i1,255,0.470588,0.15,0.140741,20,1.449275,39,0.058105,false,NA,NA
TRINITY_DN29_c2_g1_i1,236,0.45339,0.028037,0.209302,19,1.567832,78,0.052734,false,NA,NA
TRINITY_DN0_c0_g1_i11,391,0.460358,0.011111,0.146919,33,1.59316,84,0.088867,false,NA,NA
TRINITY_DN0_c0_g1_i12,283,0.459364,0.0,-0.045752,23,1.540592,75,0.064697,false,NA,NA
TRINITY_DN0_c0_g1_i14,289,0.477509,-0.014493,0.139073,29,1.760714,84,0.066406,true,0.968858,N01319
TRINITY_DN0_c0_g1_i2,368,0.456522,0.035714,0.12,27,1.409962,103,0.08252,false,NA,NA
TRINITY_DN0_c0_g1_i3,266,0.477444,-0.023622,0.107914,24,1.584119,88,0.061035,false,NA,NA
TRINITY_DN0_c0_g1_i4,370,0.481081,-0.033708,0.197917,37,1.730283,78,0.078369,true,0.602329,N01217
TRINITY_DN0_c0_g1_i5,370,0.475676,-0.022727,0.195876,38,1.816537,78,0.078613,true,0.603993,N01217
TRINITY_DN0_c0_g1_i6,370,0.472973,-0.028571,0.2,39,1.886275,123,0.078369,false,NA,NA
TRINITY_DN0_c0_g1_i7,219,0.465753,0.0,0.111111,17,1.431373,72,0.050781,true,0.808271,N01324
TRINITY_DN0_c0_g1_i9,289,0.480969,-0.05036,0.146667,30,1.799502,84,0.067139,false,NA,NA
TRINITY_DN0_c4_g1_i1,254,0.472441,-0.05,-0.164179,27,1.909774,44,0.05835,true,0.945946,N01292
TRINITY_DN46_c0_g1_i1,307,0.485342,0.100671,0.012658,23,1.28522,67,0.068604,true,0.65,N00146
TRINITY_DN3_c0_g1_i1,286,0.458042,-0.053435,0.109677,28,1.871903,83,0.063965,true,0.734748,N00517
TRINITY_DN3_c0_g1_i11,286,0.468531,-0.074627,0.078947,28,1.793907,83,0.065674,true,0.980392,N00003
TRINITY_DN3_c0_g1_i12,351,0.467236,-0.012195,0.122995,38,1.983936,76,0.080566,false,NA,NA
TRINITY_DN3_c0_g1_i13,489,0.476483,0.038627,0.039063,46,1.659829,76,0.106445,true,0.933747,N00934
TRINITY_DN3_c0_g1_i15,341,0.475073,0.0,0.173184,32,1.663161,78,0.075439,false,NA,NA
TRINITY_DN3_c0_g1_i16,386,0.466321,0.055556,0.048544,38,1.816471,76,0.086914,false,NA,NA
TRINITY_DN3_c0_g1_i17,437,0.471396,0.009709,0.030303,42,1.730204,101,0.096924,true,0.858947,N01879
TRINITY_DN3_c0_g1_i18,434,0.474654,0.029126,0.184211,42,1.719623,84,0.096924,true,0.850526,N01879
TRINITY_DN3_c0_g1_i19,444,0.506757,-0.111111,-0.004566,48,1.70496,68,0.096436,true,0.782027,N01003
TRINITY_DN3_c0_g1_i2,277,0.465704,0.069767,0.202703,27,1.806522,57,0.0625,false,NA,NA
