contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,552,0.438406,-0.066116,0.012903,41,1.552583,77,0.116943,true,0.916832,N00131
TRINITY_DN0_c0_g1_i10,545,0.434862,-0.105485,0.038961,43,1.687671,77,0.115967,true,0.962069,N00112
TRINITY_DN0_c0_g1_i11,366,0.464481,0.0,0.040816,32,1.621038,70,0.081543,false,NA,NA
TRINITY_DN0_c0_g1_i13,588,0.413265,-0.09465,0.037681,42,1.688038,91,0.129639,true,0.919643,N01875
TRINITY_DN0_c0_g1_i14,436,0.465596,0.014778,0.081545,35,1.481553,73,0.093262,true,0.972136,N02443
TRINITY_DN0_c0_g1_i15,354,0.497175,-0.079545,-0.078652,41,1.88616,92,0.079346,true,0.836431,N02442
TRINITY_DN0_c0_g1_i16,540,0.433333,-0.102564,0.0,45,1.79402,80,0.116211,true,0.952199,N00129
TRINITY_DN0_c0_g1_i18,552,0.423913,-0.068376,0.062893,35,1.417982,76,0.119141,true,0.916168,N02304
TRINITY_DN0_c0_g1_i19,543,0.447514,-0.053498,-0.006667,47,1.733764,81,0.117676,true,0.953846,N00125
TRINITY_DN0_c0_g1_i2,310,0.477419,-0.067568,-0.024691,30,1.706109,64,0.069336,false,NA,NA
TRINITY_DN0_c0_g1_i21,551,0.430127,-0.046414,0.076433,37,1.454967,76,0.120361,true,0.934132,N02304
TRINITY_DN0_c0_g1_i5,524,0.431298,-0.061947,0.04698,43,1.771384,77,0.11377,false,NA,NA
TRINITY_DN0_c0_g1_i6,329,0.519757,-0.064327,-0.025316,43,1.943269,70,0.073242,true,0.83871,N00128
TRINITY_DN0_c0_g1_i7,551,0.444646,-0.044898,0.026144,43,1.582065,77,0.11792,true,0.918812,N00131
TRINITY_DN0_c0_g1_i8,452,0.49115,-0.063063,0.052174,41,1.510104,73,0.098877,false,NA,NA
TRINITY_DN0_c0_g1_i9,548,0.437956,-0.058333,0.045455,45,1.718347,76,0.11792,true,0.76779,N00119
TRINITY_DN0_c0_g2_i1,547,0.473492,0.011583,0.097222,42,1.37011,49,0.118652,true,0.117185,N02515
TRINITY_DN0_c0_g2_i2,1197,0.423559,-0.045365,0.153623,91,1.698534,57,0.238037,true,0.313105,N02515
TRINITY_DN0_c0_g3_i1,278,0.460432,-0.171875,-0.106667,24,1.678491,72,0.063477,true,0.616099,N02443
TRINITY_DN0_c3_g1_i1,357,0.554622,0.111111,0.119497,47,1.733368,48,0.054932,false,NA,NA
TRINITY_DN0_c3_g1_i2,378,0.558201,0.042654,0.08982,49,1.667147,48,0.04541,false,NA,NA
TRINITY_DN9_c0_g1_i1,230,0.491304,0.256637,-0.059829,23,1.773977,75,0.05249,true,0.995671,N02736
TRINITY_DN9_c0_g2_i1,581,0.413081,0.041667,0.096774,35,1.414609,75,0.125977,true,0.9375,N02308
TRINITY_DN9_c1_g1_i1,487,0.427105,-0.067308,-0.003584,34,1.537847,90,0.110596,true,0.869643,N01875
TRINITY_DN9_c1_g2_i1,415,0.436145,0.027624,0.128205,29,1.470552,72,0.091797,true,0.957041,N02367
TRINITY_DN9_c1_g3_i1,222,0.5,0.153153,-0.153153,23,1.697473,73,0.050049,true,1.0,N02737
TRINITY_DN3_c0_g1_i1,398,0.565327,-0.013333,0.040462,57,1.792793,117,0.091064,true,0.987179,N02741
TRINITY_DN14_c0_g1_i1,504,0.460317,0.051724,-0.022059,51,1.91535,63,0.109131,true,0.895652,N01919
TRINITY_DN14_c0_g1_i2,422,0.42891,-0.082873,-0.012448,31,1.608311,63,0.092529,true,0.85,N01919
TRINITY_DN14_c0_g1_i4,504,0.46627,0.029787,0.033457,46,1.680731,84,0.11084,true,0.976139,N01018
TRINITY_DN14_c0_g2_i1,367,0.457766,-0.095238,-0.035176,37,1.942077,63,0.081543,true,0.953804,N02345
TRINITY_DN14_c1_g1_i1,374,0.473262,-0.00565,0.025381,29,1.384831,104,0.085693,true,1.0,N00956
TRINITY_DN1_c0_g1_i1,334,0.473054,-0.050633,0.045455,24,1.287711,88,0.076416,true,1.0,N01219
TRINITY_DN1_c0_g1_i3,779,0.440308,0.008746,0.151376,69,1.827644,115,0.15625,false,NA,NA
TRINITY_DN1_c0_g1_i5,213,0.478873,0.019608,0.063063,18,1.474615,50,0.050049,true,0.628289,N02451
TRINITY_DN1_c0_g2_i1,1101,0.464124,0.04501,0.013559,88,1.487198,85,0.223145,false,NA,NA
TRINITY_DN1_c0_g3_i1,333,0.465465,-0.032258,0.05618,28,1.554,105,0.075439,true,0.97318,N03205
TRINITY_DN1_c0_g3_i2,333,0.477477,-0.031447,0.057471,27,1.423978,105,0.074463,true,0.974277,N01656
TRINITY_DN1_c0_g4_i1,608,0.473684,0.097222,0.0875,57,1.687244,170,0.135254,true,0.159037,N02515
TRINITY_DN5_c0_g1_i1,255,0.509804,0.215385,0.056,30,1.898734,84,0.057617,true,1.0,N03204
TRINITY_DN5_c0_g2_i1,437,0.437071,0.026178,0.04878,41,1.965877,90,0.095459,true,0.963554,N02366
TRINITY_DN7_c0_g1_i1,305,0.459016,0.128571,0.054545,22,1.392405,87,0.069824,true,0.957377,N00106
TRINITY_DN7_c0_g1_i3,289,0.456747,0.136364,-0.031847,22,1.487251,66,0.066406,false,NA,NA
TRINITY_DN7_c0_g1_i4,263,0.441065,0.241379,0.034014,17,1.411301,86,0.060303,true,0.943723,N02596
TRINITY_DN7_c0_g1_i5,242,0.471074,0.087719,0.0625,20,1.501241,66,0.056641,false,NA,NA
TRINITY_DN7_c0_g1_i6,355,0.450704,0.1625,-0.005128,24,1.367357,88,0.080566,true,0.993506,N00113
TRINITY_DN7_c0_g1_i7,355,0.44507,0.164557,-0.005076,24,1.403162,88,0.079834,true,0.421286,N02368
TRINITY_DN7_c0_g2_i1,213,0.361502,-0.116883,0.058824,13,1.893981,70,0.046875,false,NA,NA
TRINITY_DN7_c0_g3_i1,213,0.464789,0.131313,0.017544,17,1.503738,71,0.04834,true,1.0,N02372
TRINITY_DN7_c0_g4_i1,312,0.464744,0.062069,0.053892,24,1.430099,84,0.072266,true,0.918675,N01220
TRINITY_DN7_c0_g4_i2,390,0.415385,0.08642,-0.035088,22,1.317568,87,0.08667,true,0.70674,N01002
TRINITY_DN7_c0_g5_i1,290,0.462069,0.059701,0.128205,26,1.68567,83,0.065918,true,0.857576,N01021
TRINITY_DN7_c1_g1_i1,557,0.398564,0.099099,-0.116418,43,1.963197,70,0.116699,true,0.169008,N02543
TRINITY_DN7_c1_g1_i10,249,0.457831,0.087719,-0.185185,17,1.312965,39,0.044678,false,NA,NA
TRINITY_DN7_c1_g1_i2,494,0.433198,0.056075,-0.157143,45,1.947779,78,0.107666,true,0.210302,N02543
TRINITY_DN7_c1_g1_i3,317,0.429022,0.176471,-0.127072,26,1.839732,49,0.060791,false,NA,NA
TRINITY_DN7_c1_g1_i4,545,0.4,0.211009,-0.204893,36,1.72833,82,0.103271,true,0.203065,N02543
TRINITY_DN7_c1_g1_i6,482,0.435685,0.171429,-0.264706,38,1.711616,90,0.094482,true,0.134951,N02543
TRINITY_DN7_c1_g1_i7,220,0.477273,-0.142857,0.06087,22,1.792593,69,0.050781,true,0.783394,N02439
TRINITY_DN7_c1_g1_i8,340,0.405882,-0.144928,0.148515,26,1.896589,64,0.073486,true,0.140485,N02543
TRINITY_DN7_c1_g1_i9,738,0.318428,0.182979,-0.06163,32,1.769784,55,0.137695,true,0.243508,N02543
TRINITY_DN7_c1_g2_i1,332,0.430723,-0.118881,-0.037037,29,1.910317,74,0.074463,true,0.996988,N02440
TRINITY_DN8_c0_g1_i1,219,0.474886,0.153846,-0.2,21,1.742045,50,0.050537,false,NA,NA
TRINITY_DN8_c0_g1_i2,245,0.465306,0.105263,-0.022901,22,1.67756,58,0.056885,false,NA,NA
TRINITY_DN8_c0_g1_i4,219,0.479452,0.180952,-0.210526,24,1.971493,50,0.050537,false,NA,NA
TRINITY_DN8_c1_g1_i1,335,0.453731,0.105263,-0.038251,26,1.52486,77,0.078125,true,0.657328,N02363
TRINITY_DN8_c1_g1_i2,319,0.473354,0.099338,0.035714,26,1.469525,77,0.075439,true,0.63956,N02364
TRINITY_DN2_c1_g1_i1,243,0.481481,-0.076923,0.206349,22,1.571429,70,0.055176,true,0.803333,N02445
TRINITY_DN2_c1_g1_i2,241,0.481328,-0.034483,0.184,25,1.793155,70,0.055664,true,0.793333,N02449
TRINITY_DN2_c1_g1_i3,241,0.485477,-0.042735,0.16129,25,1.763759,70,0.05542,true,0.762987,N01662
TRINITY_DN2_c2_g1_i1,203,0.463054,-0.085106,0.155963,20,1.851345,64,0.04541,true,0.636364,N01658
TRINITY_DN16_c1_g1_i1,210,0.52381,0.109091,-0.12,31,2.177986,69,0.047363,true,0.945946,N02739
TRINITY_DN4_c0_g1_i1,211,0.345972,0.232877,-0.202899,8,1.339683,27,0.044189,true,0.427938,N02368
TRINITY_DN21_c0_g1_i1,406,0.44335,0.044444,0.106195,27,1.356012,72,0.090332,true,0.97066,N02349
TRINITY_DN6_c0_g1_i1,399,0.468672,0.005348,0.028302,23,1.04976,88,0.090088,false,NA,NA
TRINITY_DN6_c0_g1_i2,399,0.468672,0.005348,0.028302,24,1.095402,88,0.089844,true,0.427586,N01005
TRINITY_DN6_c0_g1_i4,391,0.470588,0.032609,0.043478,27,1.24861,86,0.088623,false,NA,NA
TRINITY_DN6_c0_g1_i5,391,0.473146,0.027027,0.038835,27,1.234737,86,0.089111,false,NA,NA
TRINITY_DN10_c0_g1_i1,228,0.464912,-0.056604,0.04918,18,1.465714,42,0.049805,true,0.412844,N00127
TRINITY_DN10_c2_g1_i1,224,0.473214,-0.169811,0.050847,26,2.134897,73,0.05127,true,0.976852,N01855
TRINITY_DN10_c2_g1_i2,438,0.394977,0.017341,-0.018868,29,1.698128,81,0.096191,true,0.764706,N00124
TRINITY_DN10_c2_g1_i4,249,0.465863,-0.068966,-0.052632,29,2.15681,80,0.056885,true,0.505133,N00130
TRINITY_DN10_c2_g1_i5,230,0.456522,-0.066667,-0.008,25,2.095481,75,0.052979,true,0.981982,N01860
TRINITY_DN10_c2_g1_i6,227,0.449339,-0.098039,0.024,26,2.291149,74,0.051514,true,0.972603,N01859
TRINITY_DN10_c2_g1_i7,441,0.396825,0.097143,-0.06015,33,1.918908,75,0.098389,true,0.764479,N00121
