contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN170_c0_g1_i1,201,0.512438,0.126214,0.163265,18,1.386207,66,0.045898,true,0.930556,N03037
TRINITY_DN174_c0_g1_i1,223,0.533632,-0.058824,-0.019231,28,1.769841,73,0.051758,true,0.952991,N02065
TRINITY_DN194_c1_g1_i1,276,0.507246,0.042857,0.073529,29,1.636475,91,0.064697,true,1.0,N03038
TRINITY_DN121_c0_g1_i1,287,0.487805,0.085714,-0.020408,28,1.652138,66,0.063477,false,NA,NA
TRINITY_DN121_c0_g1_i2,311,0.463023,0.041667,-0.053892,28,1.682705,74,0.070068,false,NA,NA
TRINITY_DN121_c0_g1_i3,311,0.463023,0.041667,-0.053892,29,1.742802,74,0.068604,false,NA,NA
TRINITY_DN102_c1_g1_i1,224,0.5,-0.071429,0.017857,33,2.369231,64,0.052734,true,0.452083,N01007
TRINITY_DN119_c0_g1_i1,213,0.539906,-0.147826,-0.040816,30,1.975881,71,0.049805,true,1.0,N02049
TRINITY_DN169_c1_g1_i1,228,0.609649,-0.035971,0.033708,59,2.788557,76,0.048828,true,1.0,N03015
TRINITY_DN19_c0_g1_i1,213,0.488263,-0.173077,0.045872,20,1.624095,70,0.04834,true,0.97619,N02031
TRINITY_DN68_c0_g1_i1,543,0.41989,0.061404,-0.053968,56,2.348652,83,0.11499,true,0.975791,N01649
TRINITY_DN68_c0_g2_i1,252,0.511905,0.147287,-0.073171,30,1.857494,83,0.05835,true,1.0,N03264
TRINITY_DN27_c1_g1_i1,516,0.416667,-0.004651,-0.10299,32,1.428868,109,0.111816,true,0.117809,N02511
TRINITY_DN22_c0_g1_i1,288,0.378472,-0.192661,-0.072626,24,2.416783,68,0.056396,true,0.375,N01010
TRINITY_DN22_c1_g1_i1,206,0.281553,0.034483,-0.027027,7,1.716667,49,0.036377,false,NA,NA
TRINITY_DN22_c2_g1_i1,261,0.363985,0.284211,0.120482,20,2.516876,31,0.051758,false,NA,NA
TRINITY_DN0_c0_g1_i1,204,0.519608,0.018868,0.183673,25,1.816239,67,0.044434,true,1.0,N03035
TRINITY_DN0_c2_g1_i1,245,0.497959,-0.131148,0.105691,23,1.540881,55,0.057129,false,NA,NA
TRINITY_DN0_c2_g1_i10,429,0.452214,0.020619,-0.07234,35,1.596491,70,0.094727,true,0.784926,N00031
TRINITY_DN0_c2_g1_i11,245,0.497959,-0.098361,0.089431,21,1.396201,55,0.056885,false,NA,NA
TRINITY_DN0_c2_g1_i13,447,0.404922,0.060773,-0.112782,34,1.8625,74,0.097168,true,0.694719,N02555
TRINITY_DN0_c2_g1_i14,392,0.505102,-0.060606,0.051546,38,1.525448,70,0.089111,true,0.434783,N02556
TRINITY_DN0_c2_g1_i2,247,0.493927,-0.065574,0.04,23,1.533333,55,0.055664,true,0.444853,N00031
TRINITY_DN0_c2_g1_i3,429,0.447552,0.010417,-0.07173,38,1.769072,70,0.092529,true,0.759191,N00031
TRINITY_DN0_c2_g1_i5,428,0.443925,-0.052632,-0.05042,38,1.807111,66,0.092041,false,NA,NA
TRINITY_DN0_c2_g1_i6,290,0.510345,-0.027027,-0.042254,32,1.695906,69,0.065918,true,0.444853,N00031
TRINITY_DN0_c2_g1_i7,227,0.519824,-0.135593,0.06422,24,1.594381,65,0.052979,false,NA,NA
TRINITY_DN0_c2_g1_i8,428,0.448598,-0.041667,-0.050847,35,1.628261,66,0.093018,false,NA,NA
TRINITY_DN0_c2_g1_i9,527,0.432638,-0.078947,-0.023411,48,1.958653,74,0.105225,true,0.70132,N02555
TRINITY_DN0_c2_g2_i1,218,0.481651,-0.028571,0.132743,20,1.583152,67,0.049072,true,0.959641,N00032
TRINITY_DN0_c2_g2_i12,215,0.506977,-0.027523,0.132075,24,1.738544,67,0.049561,false,NA,NA
TRINITY_DN0_c2_g2_i13,229,0.502183,0.147826,-0.052632,21,1.487013,55,0.053467,false,NA,NA
TRINITY_DN0_c2_g2_i14,218,0.481651,-0.028571,0.150442,18,1.424837,67,0.049316,true,0.96861,N00032
TRINITY_DN0_c2_g2_i15,511,0.420744,-0.060465,0.141892,41,1.819611,75,0.108887,true,0.79868,N02555
TRINITY_DN0_c2_g2_i2,491,0.460285,-0.035398,0.049057,46,1.771034,75,0.106934,true,0.788779,N02555
TRINITY_DN0_c2_g2_i4,236,0.351695,0.39759,0.084967,6,0.976552,38,0.042725,false,NA,NA
TRINITY_DN0_c2_g2_i5,267,0.520599,0.021583,0.015625,31,1.714374,67,0.061523,true,0.955882,N02167
TRINITY_DN0_c2_g2_i6,439,0.448747,-0.076142,0.099174,39,1.774933,75,0.096436,true,0.70132,N02555
TRINITY_DN0_c2_g2_i7,491,0.452138,-0.027027,0.033457,43,1.714831,75,0.106689,true,0.778878,N02555
TRINITY_DN0_c2_g2_i8,602,0.443522,0.078652,0.038806,55,1.869354,75,0.116943,true,0.80033,N02555
TRINITY_DN0_c2_g2_i9,228,0.508772,0.155172,-0.053571,24,1.666768,55,0.053223,false,NA,NA
TRINITY_DN0_c5_g1_i1,211,0.516588,-0.119266,-0.176471,25,1.801571,54,0.049561,false,NA,NA
TRINITY_DN0_c7_g1_i1,238,0.487395,-0.034483,-0.180328,22,1.558333,78,0.054199,false,NA,NA
TRINITY_DN0_c7_g1_i2,228,0.504386,-0.06087,-0.168142,23,1.591985,75,0.050049,true,0.854902,N02582
TRINITY_DN0_c7_g2_i1,221,0.488688,0.037037,0.061947,22,1.669643,57,0.051514,false,NA,NA
TRINITY_DN0_c10_g1_i1,243,0.502058,-0.04918,0.07438,26,1.702047,56,0.056152,false,NA,NA
TRINITY_DN0_c26_g1_i1,229,0.502183,0.008696,0.017544,24,1.662432,75,0.052734,true,0.987013,N02117
TRINITY_DN0_c27_g1_i1,220,0.468182,-0.009709,0.145299,23,1.907994,72,0.050049,false,NA,NA
TRINITY_DN9_c0_g1_i1,211,0.464455,-0.061224,-0.00885,15,1.323161,69,0.048828,true,0.961905,N02051
TRINITY_DN9_c0_g1_i2,211,0.454976,-0.083333,0.026087,12,1.106643,69,0.049561,true,0.961905,N02052
TRINITY_DN9_c1_g1_i1,212,0.490566,0.115385,0.0,19,1.509745,69,0.048828,true,0.957746,N02032
TRINITY_DN61_c0_g1_i1,201,0.477612,0.104167,0.2,20,1.763932,66,0.046875,true,0.934272,N02099
TRINITY_DN61_c0_g1_i2,201,0.472637,0.073684,0.150943,20,1.791444,66,0.046387,true,0.925926,N02762
TRINITY_DN61_c1_g1_i1,232,0.508621,0.135593,0.0,29,1.968979,76,0.052734,true,0.825623,N01553
TRINITY_DN61_c1_g1_i2,214,0.528037,0.185841,0.029703,28,1.944192,71,0.04834,true,0.692557,N01552
TRINITY_DN25_c0_g1_i1,257,0.525292,0.037037,0.04918,45,2.541758,53,0.059326,true,0.773292,N00046
TRINITY_DN25_c1_g1_i1,315,0.469841,-0.148649,0.02994,28,1.647059,83,0.069092,true,0.583804,N01847
TRINITY_DN3_c0_g1_i1,207,0.487923,0.168317,-0.056604,24,2.004843,68,0.049316,false,NA,NA
TRINITY_DN3_c0_g1_i2,213,0.488263,0.076923,-0.009174,20,1.584821,70,0.049316,true,1.0,N02670
TRINITY_DN3_c2_g1_i1,265,0.513208,0.147059,0.069767,31,1.815871,87,0.061523,false,NA,NA
TRINITY_DN3_c2_g1_i2,215,0.506977,0.082569,-0.056604,25,1.822034,70,0.050049,true,0.961905,N01978
TRINITY_DN3_c2_g1_i3,265,0.524528,0.122302,0.047619,32,1.782261,87,0.062256,false,NA,NA
TRINITY_DN14_c0_g1_i1,234,0.529915,0.0,-0.072727,27,1.6436,78,0.053955,true,0.827839,N02171
TRINITY_DN14_c0_g1_i2,341,0.510264,-0.011494,0.005988,36,1.622093,90,0.078125,true,0.948718,N02171
TRINITY_DN40_c2_g1_i1,450,0.488889,-0.063636,-0.026087,38,1.418969,112,0.100586,true,1.0,N01013
TRINITY_DN15_c0_g1_i1,204,0.622549,-0.086614,0.090909,54,2.752624,68,0.040771,true,0.995098,N03018
TRINITY_DN15_c0_g1_i2,219,0.648402,-0.070423,0.064935,65,2.837919,73,0.045166,true,0.995434,N03022
TRINITY_DN1_c0_g1_i1,288,0.46875,0.037037,-0.071895,25,1.582418,67,0.061768,false,NA,NA
TRINITY_DN1_c0_g1_i2,201,0.487562,0.081633,0.223301,18,1.516981,66,0.045654,true,1.0,N02087
TRINITY_DN1_c0_g1_i3,291,0.460481,0.014925,-0.057325,23,1.49131,68,0.062744,true,0.710456,N00280
TRINITY_DN1_c1_g1_i1,207,0.492754,-0.058824,0.2,23,1.836806,62,0.047852,true,0.911765,N02112
TRINITY_DN1_c1_g2_i1,207,0.492754,0.039216,0.180952,22,1.753562,68,0.046631,true,1.0,N02176
TRINITY_DN1_c1_g2_i2,207,0.487923,0.029703,0.188679,21,1.706044,68,0.047119,true,0.990338,N02130
TRINITY_DN32_c4_g1_i1,212,0.5,-0.113208,0.018868,24,1.834836,70,0.049805,true,0.990476,N01942
TRINITY_DN32_c5_g1_i1,309,0.495146,0.124183,-0.038462,30,1.608816,80,0.068115,true,0.996587,N01551
TRINITY_DN32_c6_g1_i1,202,0.539604,-0.009174,0.032258,27,1.836364,66,0.046875,true,0.846847,N01988
TRINITY_DN5_c0_g1_i1,213,0.521127,-0.153153,0.0,27,1.911902,70,0.049805,true,1.0,N02768
TRINITY_DN5_c0_g2_i1,316,0.449367,-0.042254,-0.057471,33,2.072337,61,0.071533,false,NA,NA
TRINITY_DN5_c0_g2_i3,316,0.443038,-0.028571,-0.068182,32,2.065359,57,0.071289,true,0.70679,N00190
TRINITY_DN5_c0_g2_i4,315,0.44127,-0.05036,-0.045455,34,2.222914,89,0.071289,true,0.645514,N01878
TRINITY_DN5_c0_g2_i6,365,0.449315,-0.012195,0.014925,40,2.17165,89,0.082275,true,0.739606,N01878
TRINITY_DN5_c2_g1_i1,277,0.487365,0.007407,0.0,20,1.215979,92,0.063477,true,0.950355,N02075
TRINITY_DN5_c2_g1_i2,277,0.483755,-0.014925,-0.006993,21,1.296123,91,0.063965,true,0.946809,N02073
TRINITY_DN5_c3_g1_i1,216,0.523148,0.097345,-0.067961,23,1.571157,72,0.050293,true,0.926941,N02057
TRINITY_DN5_c9_g1_i1,209,0.449761,-0.085106,-0.043478,11,1.048336,68,0.048096,true,0.925373,N02050
TRINITY_DN30_c0_g1_i1,412,0.444175,-0.038251,-0.213974,28,1.379904,101,0.089844,true,0.904459,N02341
TRINITY_DN30_c0_g1_i11,415,0.436145,0.005525,-0.264957,29,1.469475,102,0.091553,true,0.865672,N02344
TRINITY_DN30_c0_g1_i12,412,0.446602,-0.032609,-0.210526,27,1.315671,94,0.090332,true,0.916456,N01012
TRINITY_DN30_c0_g1_i13,421,0.43943,-0.005405,-0.237288,32,1.574568,72,0.092773,true,0.990868,N02773
TRINITY_DN30_c0_g1_i2,411,0.440389,-0.005525,-0.208696,33,1.656044,82,0.09082,true,0.987952,N02772
TRINITY_DN30_c0_g1_i4,412,0.451456,-0.021505,-0.20354,29,1.382071,94,0.090332,false,NA,NA
TRINITY_DN12_c0_g1_i1,627,0.379585,-0.168067,0.053985,30,1.366906,75,0.120117,true,0.469136,N02329
TRINITY_DN12_c0_g1_i10,621,0.378422,-0.157447,0.046632,30,1.38369,73,0.120117,true,0.469136,N02329
TRINITY_DN12_c0_g1_i11,875,0.392,-0.102041,0.090226,45,1.352814,107,0.168701,true,0.694075,N01397
TRINITY_DN12_c0_g1_i12,847,0.38843,-0.06383,0.069498,45,1.414286,81,0.16748,true,0.694075,N01397
TRINITY_DN12_c0_g1_i13,545,0.405505,-0.085973,0.012346,32,1.438944,67,0.113281,true,0.55679,N02329
TRINITY_DN12_c0_g1_i14,805,0.396273,-0.059561,0.045267,48,1.52426,81,0.15918,true,0.663845,N01397
TRINITY_DN12_c0_g1_i15,645,0.382946,-0.198381,0.075377,30,1.320639,81,0.120117,true,0.469136,N02329
TRINITY_DN12_c0_g1_i16,676,0.414201,-0.05,0.055556,37,1.279321,81,0.138184,true,0.677146,N01397
TRINITY_DN12_c0_g1_i17,833,0.39976,-0.099099,0.068,48,1.456612,107,0.1604,true,0.663845,N01397
TRINITY_DN12_c0_g1_i19,461,0.403471,-0.129032,-0.010909,23,1.246678,69,0.093994,true,0.469136,N02329
TRINITY_DN12_c0_g1_i2,802,0.400249,-0.071651,0.043659,48,1.502107,81,0.157227,true,0.702469,N02329
TRINITY_DN89_c0_g1_i1,209,0.521531,0.045872,0.2,22,1.551282,69,0.047852,true,0.892377,N00037
TRINITY_DN89_c1_g1_i1,262,0.492366,-0.007752,0.082707,23,1.448558,87,0.060303,true,0.92963,N02086
TRINITY_DN50_c0_g1_i1,591,0.453469,0.201493,0.058824,38,1.303651,66,0.129639,true,0.135228,N02511
TRINITY_DN50_c1_g1_i1,312,0.451923,-0.078014,0.052632,29,1.831579,74,0.072266,true,0.366627,N02556
TRINITY_DN50_c4_g1_i1,221,0.511312,-0.026549,0.222222,25,1.731975,68,0.049072,true,0.938095,N02098
TRINITY_DN50_c4_g1_i2,224,0.491071,0.054545,0.245614,24,1.782493,69,0.048096,true,0.952381,N02632
TRINITY_DN50_c5_g1_i1,203,0.527094,0.046729,-0.020833,26,1.848039,52,0.047363,true,0.31962,N01010
TRINITY_DN50_c8_g1_i1,682,0.426686,-0.319588,0.028133,32,1.148148,180,0.133057,false,NA,NA
TRINITY_DN50_c9_g1_i1,205,0.312195,0.03125,-0.007092,8,1.603128,53,0.039307,false,NA,NA
TRINITY_DN50_c10_g1_i1,206,0.509709,0.066667,0.207921,27,2.026968,46,0.046631,false,NA,NA
TRINITY_DN7_c0_g1_i1,207,0.570048,-0.050847,0.168539,45,2.682892,69,0.04126,true,0.951691,N03011
TRINITY_DN7_c0_g1_i2,201,0.631841,-0.03937,0.243243,59,2.945604,67,0.041992,true,0.955224,N03013
TRINITY_DN8_c0_g1_i1,230,0.508696,-0.025641,0.132743,29,1.950292,70,0.053711,true,0.981221,N02140
TRINITY_DN8_c0_g1_i2,218,0.5,-0.045872,0.137615,20,1.470985,66,0.049561,true,1.0,N02142
TRINITY_DN8_c0_g1_i3,218,0.513761,-0.035714,0.150943,23,1.600894,66,0.049805,true,1.0,N02181
TRINITY_DN8_c0_g1_i4,221,0.529412,0.059829,0.134615,26,1.685044,68,0.052246,true,0.881579,N02108
TRINITY_DN8_c0_g2_i1,227,0.488987,0.027027,0.103448,23,1.696231,69,0.052246,true,1.0,N02395
TRINITY_DN97_c0_g1_i1,207,0.47343,0.0,-0.100917,15,1.293211,58,0.048096,false,NA,NA
TRINITY_DN65_c0_g1_i1,209,0.526316,0.018182,-0.131313,34,2.349868,50,0.046631,true,0.635783,N00052
TRINITY_DN74_c1_g1_i1,204,0.519608,0.0,0.204082,19,1.37985,68,0.046875,true,0.990196,N02393
TRINITY_DN74_c2_g1_i1,212,0.514151,-0.045872,-0.165049,21,1.502024,69,0.049805,false,NA,NA
TRINITY_DN28_c2_g1_i1,209,0.492823,0.106796,-0.132075,23,1.833333,48,0.04834,false,NA,NA
TRINITY_DN28_c2_g1_i2,270,0.485185,0.083969,-0.007194,27,1.711268,71,0.063477,false,NA,NA
TRINITY_DN28_c3_g1_i1,206,0.524272,0.037037,-0.040816,33,2.334478,68,0.048584,false,NA,NA
TRINITY_DN17_c0_g1_i1,212,0.471698,0.02,0.035714,16,1.357343,69,0.048584,true,0.99061,N02565
TRINITY_DN53_c0_g1_i1,213,0.492958,-0.028571,0.037037,30,2.320261,50,0.050049,true,0.649231,N00044
TRINITY_DN78_c0_g1_i1,208,0.509615,-0.075472,-0.039216,24,1.787325,68,0.049072,true,0.943662,N01933
TRINITY_DN78_c0_g1_i2,208,0.5,-0.076923,-0.076923,23,1.779762,68,0.048828,true,0.894977,N01967
TRINITY_DN78_c0_g1_i3,212,0.495283,-0.047619,-0.084112,23,1.773091,69,0.048828,false,NA,NA
TRINITY_DN78_c0_g1_i4,212,0.504717,-0.046729,-0.047619,24,1.781513,69,0.049072,false,NA,NA
TRINITY_DN2_c0_g1_i1,297,0.508418,-0.059603,-0.164384,29,1.516373,98,0.069092,false,NA,NA
TRINITY_DN2_c0_g1_i10,238,0.5,-0.07563,0.008403,30,2.028409,72,0.056152,true,0.585242,N00872
TRINITY_DN2_c0_g1_i13,220,0.522727,-0.113043,0.009524,23,1.550245,73,0.050537,false,NA,NA
TRINITY_DN2_c0_g1_i14,201,0.532338,-0.009346,0.0,23,1.615304,66,0.045898,false,NA,NA
TRINITY_DN2_c0_g1_i15,231,0.489177,-0.185841,0.067797,24,1.798832,76,0.052979,true,0.986667,N02029
TRINITY_DN2_c0_g1_i17,219,0.474886,-0.211538,0.026087,23,1.950058,72,0.049805,true,0.976526,N02024
TRINITY_DN2_c0_g1_i18,241,0.473029,-0.087719,0.070866,30,2.242556,73,0.056152,true,0.981982,N02628
TRINITY_DN2_c0_g1_i19,201,0.517413,-0.019231,-0.010309,23,1.710322,66,0.046631,false,NA,NA
TRINITY_DN2_c0_g1_i2,475,0.507368,-0.004149,-0.145299,55,1.799242,102,0.105957,true,0.97286,N01006
TRINITY_DN2_c0_g1_i20,279,0.390681,0.027523,-0.117647,21,1.974057,44,0.062256,false,NA,NA
TRINITY_DN2_c0_g1_i21,394,0.472081,-0.086022,0.048077,48,2.202912,83,0.091064,false,NA,NA
TRINITY_DN2_c0_g1_i22,225,0.506667,-0.087719,0.027027,25,1.744727,74,0.05249,false,NA,NA
