contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i12,312,0.445513,-0.165468,-0.109827,29,1.925926,89,0.070313,false,NA,NA
TRINITY_DN0_c0_g1_i13,346,0.442197,-0.267974,-0.243523,34,2.165685,66,0.075195,false,NA,NA
TRINITY_DN0_c0_g1_i14,346,0.430636,-0.234899,-0.258883,30,1.979405,89,0.075439,false,NA,NA
TRINITY_DN0_c0_g1_i15,541,0.44732,-0.14876,-0.150502,44,1.662639,78,0.116943,true,0.93763,N00172
TRINITY_DN0_c0_g1_i17,443,0.426637,-0.195767,-0.204724,38,1.960177,77,0.097412,true,0.828063,N00173
TRINITY_DN0_c0_g1_i19,538,0.442379,-0.117647,-0.166667,44,1.695095,77,0.118164,true,0.940711,N00173
TRINITY_DN0_c0_g1_i21,445,0.476404,-0.066038,-0.081545,31,1.233128,78,0.102295,true,0.867322,N00176
TRINITY_DN0_c0_g1_i22,484,0.460744,-0.076233,-0.08046,38,1.488026,89,0.110352,true,0.955446,N00177
TRINITY_DN0_c0_g1_i24,325,0.44,-0.118881,-0.120879,31,1.999008,89,0.07373,false,NA,NA
TRINITY_DN0_c0_g1_i25,544,0.457721,-0.156627,-0.159322,45,1.619048,79,0.122559,true,0.907273,N01872
TRINITY_DN0_c0_g1_i27,346,0.450867,-0.230769,-0.273684,35,2.102431,89,0.075439,false,NA,NA
TRINITY_DN0_c0_g1_i30,472,0.461864,-0.082569,-0.03937,35,1.4,75,0.107422,true,0.989873,N00178
TRINITY_DN0_c0_g1_i35,389,0.449871,-0.211429,-0.102804,35,1.861498,89,0.087646,true,0.778243,N00167
TRINITY_DN0_c0_g1_i39,487,0.462012,-0.084444,-0.068702,37,1.433949,90,0.111816,true,0.945946,N00176
TRINITY_DN0_c0_g1_i40,541,0.454713,-0.154472,-0.145763,42,1.538597,78,0.118164,true,0.93763,N00172
TRINITY_DN0_c0_g1_i41,325,0.455385,-0.121622,-0.129944,33,1.987952,89,0.07373,false,NA,NA
TRINITY_DN0_c0_g1_i6,449,0.427617,-0.208333,-0.206226,36,1.833485,89,0.098877,true,0.874477,N00167
TRINITY_DN0_c0_g1_i7,449,0.427617,-0.229167,-0.190661,40,2.056803,79,0.098389,true,0.848,N00171
TRINITY_DN0_c0_g1_i8,442,0.472851,-0.052632,-0.090129,34,1.379982,77,0.101074,false,NA,NA
TRINITY_DN0_c0_g1_i9,219,0.461187,-0.168317,-0.067797,20,1.767554,72,0.051758,false,NA,NA
TRINITY_DN0_c0_g2_i1,467,0.430407,-0.124378,0.12782,29,1.361927,58,0.102783,true,0.162566,N02545
TRINITY_DN0_c2_g1_i1,315,0.47619,-0.04,-0.090909,24,1.346154,51,0.071777,false,NA,NA
TRINITY_DN0_c2_g1_i2,231,0.471861,0.045872,0.065574,14,1.091093,33,0.05249,false,NA,NA
TRINITY_DN0_c2_g1_i3,204,0.465686,0.052632,0.045872,12,1.088,32,0.047363,false,NA,NA
TRINITY_DN0_c2_g2_i1,206,0.529126,0.06422,0.298969,25,1.741041,63,0.047363,false,NA,NA
TRINITY_DN0_c2_g3_i1,264,0.473485,-0.168,-0.122302,30,2.086407,84,0.061035,false,NA,NA
TRINITY_DN0_c2_g4_i1,287,0.477352,-0.109489,-0.12,29,1.795298,82,0.064941,true,0.758242,N02457
TRINITY_DN0_c4_g1_i1,247,0.441296,-0.266055,-0.072464,19,1.700362,70,0.056641,false,NA,NA
TRINITY_DN9_c0_g1_i1,222,0.522523,0.0,0.075472,23,1.517836,73,0.05249,true,1.0,N02729
TRINITY_DN3_c0_g1_i1,641,0.485179,0.016077,-0.230303,36,0.954579,120,0.132568,false,NA,NA
TRINITY_DN1_c0_g1_i1,542,0.422509,0.048035,-0.015974,40,1.657492,141,0.113525,true,0.216216,N02545
TRINITY_DN1_c0_g1_i2,730,0.438356,0.125,0.004878,58,1.680159,141,0.149902,true,0.274304,N02545
TRINITY_DN1_c0_g1_i3,1042,0.439539,0.004367,-0.140411,73,1.450534,141,0.197754,true,0.285599,N02545
TRINITY_DN1_c1_g1_i1,412,0.415049,-0.192982,-0.211618,32,1.873259,85,0.089111,true,0.878719,N02371
TRINITY_DN1_c1_g1_i2,412,0.412621,-0.2,-0.206612,31,1.841407,85,0.088379,true,0.887872,N02371
TRINITY_DN1_c1_g1_i5,412,0.424757,-0.177143,-0.240506,33,1.833333,85,0.090332,true,0.945274,N02370
TRINITY_DN1_c1_g2_i1,279,0.46595,-0.138462,-0.114094,19,1.279199,56,0.064209,true,0.566832,N00175
TRINITY_DN7_c0_g1_i1,372,0.467742,-0.045977,-0.060606,23,1.132795,71,0.084229,true,0.772917,N01925
TRINITY_DN4_c1_g1_i1,214,0.481308,-0.223301,-0.153153,18,1.528571,71,0.048828,false,NA,NA
TRINITY_DN4_c2_g1_i1,332,0.460843,-0.150327,-0.094972,24,1.393007,78,0.07373,true,0.793296,N02458
TRINITY_DN4_c3_g1_i1,226,0.438053,-0.191919,-0.070866,15,1.436441,40,0.05249,false,NA,NA
TRINITY_DN6_c0_g1_i1,273,0.450549,0.186992,0.133333,17,1.271507,67,0.060791,true,0.756983,N02454
TRINITY_DN6_c0_g1_i2,276,0.463768,0.171875,0.162162,24,1.666415,81,0.062744,false,NA,NA
TRINITY_DN11_c0_g1_i1,423,0.427896,0.071823,0.066116,23,1.194035,70,0.094971,true,0.969484,N02351
