contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,262,0.396947,0.019231,-0.101266,21,2.035516,61,0.05957,false,NA,NA
TRINITY_DN19_c0_g1_i2,372,0.47043,-0.131429,-0.076142,42,2.076555,119,0.086182,false,NA,NA
TRINITY_DN19_c0_g1_i3,282,0.425532,-0.066667,-0.08642,19,1.494978,43,0.06543,true,0.512241,N01847
TRINITY_DN19_c0_g1_i4,209,0.526316,-0.145455,0.010101,27,1.905775,69,0.048828,true,0.981221,N02768
TRINITY_DN19_c0_g2_i1,210,0.5,-0.142857,0.047619,23,1.788889,69,0.049072,true,1.0,N02015
TRINITY_DN19_c0_g2_i2,210,0.490476,-0.223301,0.028037,20,1.666667,69,0.048096,true,0.995238,N01973
TRINITY_DN19_c0_g2_i3,207,0.483092,-0.14,0.028037,21,1.773562,68,0.04834,true,0.995169,N02016
TRINITY_DN19_c0_g3_i1,213,0.497653,-0.150943,0.009346,25,1.939891,70,0.049561,true,0.913242,N02020
TRINITY_DN19_c0_g3_i2,213,0.469484,-0.1,0.00885,20,1.721212,70,0.048828,true,0.976526,N02023
TRINITY_DN19_c2_g1_i1,213,0.497653,-0.09434,0.009346,21,1.606681,71,0.050293,true,0.915493,N02062
TRINITY_DN19_c3_g1_i1,201,0.497512,0.08,-0.128713,28,2.2657,56,0.045898,true,0.41875,N01009
TRINITY_DN27_c0_g1_i1,569,0.456942,-0.176923,-0.061489,38,1.32075,66,0.125244,true,0.130415,N02511
TRINITY_DN22_c0_g1_i1,201,0.502488,0.009901,0.16,21,1.655294,47,0.043213,true,0.04584,N02511
TRINITY_DN29_c0_g1_i1,237,0.514768,-0.032787,0.252174,27,1.72155,59,0.053955,true,0.278496,N02556
TRINITY_DN0_c0_g1_i1,327,0.519878,-0.047059,-0.133758,34,1.542239,103,0.075928,true,0.720859,N00042
TRINITY_DN0_c0_g1_i11,489,0.482618,-0.008475,-0.090909,52,1.826331,103,0.111816,true,0.90372,N01878
TRINITY_DN0_c0_g1_i12,309,0.514563,-0.144654,-0.133333,33,1.647867,102,0.070801,true,0.995305,N02025
TRINITY_DN0_c0_g1_i13,321,0.523364,-0.107143,-0.124183,34,1.564731,106,0.072998,true,0.991111,N02029
TRINITY_DN0_c0_g1_i14,228,0.442982,0.029703,0.055118,26,2.326531,56,0.051514,false,NA,NA
TRINITY_DN0_c0_g1_i17,499,0.478958,-0.020921,-0.115385,55,1.922727,103,0.110352,true,0.905908,N01878
TRINITY_DN0_c0_g1_i18,321,0.520249,-0.101796,-0.12987,32,1.488696,106,0.072998,true,0.982222,N02029
TRINITY_DN0_c0_g1_i19,485,0.476289,-0.030303,-0.11811,48,1.746699,102,0.108643,true,0.935417,N01007
TRINITY_DN0_c0_g1_i20,327,0.513761,-0.059524,-0.132075,34,1.581283,103,0.075928,true,0.726994,N00042
TRINITY_DN0_c0_g1_i21,214,0.495327,-0.09434,0.018519,25,1.921695,70,0.049316,false,NA,NA
TRINITY_DN0_c0_g1_i22,324,0.512346,-0.096386,-0.101266,34,1.614066,107,0.073486,true,0.986842,N02042
TRINITY_DN0_c0_g1_i23,496,0.471774,-0.017094,-0.114504,53,1.920935,102,0.108398,true,0.951654,N00872
TRINITY_DN0_c0_g1_i24,312,0.525641,-0.060976,-0.148649,36,1.676668,103,0.071533,false,NA,NA
TRINITY_DN0_c0_g1_i25,488,0.491803,-0.05,-0.129032,56,1.902534,101,0.109619,true,0.981481,N00048
TRINITY_DN0_c0_g1_i27,486,0.481481,-0.008547,-0.095238,53,1.881794,102,0.109619,true,0.941476,N00872
TRINITY_DN0_c0_g1_i28,221,0.520362,-0.078261,0.018868,31,2.084906,60,0.052734,true,0.479212,N01878
TRINITY_DN0_c0_g1_i3,312,0.519231,-0.074074,-0.146667,36,1.721379,103,0.071289,false,NA,NA
TRINITY_DN0_c0_g1_i5,330,0.536364,-0.050847,-0.150327,38,1.605223,109,0.074951,true,0.978632,N02064
TRINITY_DN0_c0_g1_i6,282,0.48227,-0.102941,0.0,32,1.972459,85,0.064941,false,NA,NA
TRINITY_DN0_c0_g1_i9,202,0.49505,-0.06,0.0,22,1.784022,66,0.046875,true,0.894977,N02021
TRINITY_DN9_c0_g1_i1,851,0.39483,0.011905,-0.04466,51,1.537952,109,0.175781,false,NA,NA
TRINITY_DN14_c0_g1_i1,227,0.603524,-0.051095,0.022222,57,2.764744,75,0.048584,true,0.991228,N03015
TRINITY_DN15_c0_g1_i1,207,0.608696,0.015873,0.111111,52,2.712702,69,0.040039,true,1.0,N03007
TRINITY_DN15_c0_g1_i2,203,0.62069,-0.095238,0.090909,53,2.735571,67,0.040771,true,0.990196,N03018
TRINITY_DN15_c0_g1_i3,219,0.648402,-0.070423,0.064935,65,2.837919,73,0.045166,true,0.995434,N03022
TRINITY_DN1_c0_g1_i1,273,0.520147,-0.070423,0.053435,30,1.632775,69,0.061279,true,0.990476,N02118
TRINITY_DN1_c0_g1_i10,283,0.526502,-0.04698,0.014925,37,1.890755,68,0.064453,false,NA,NA
TRINITY_DN1_c0_g1_i11,286,0.520979,-0.04698,-0.007299,36,1.859155,69,0.063721,true,0.990476,N01911
TRINITY_DN1_c0_g1_i12,276,0.496377,-0.080292,0.021583,30,1.776062,70,0.062988,true,0.9869,N00027
TRINITY_DN1_c0_g1_i2,276,0.496377,-0.284672,-0.107914,23,1.472171,53,0.053467,false,NA,NA
TRINITY_DN1_c0_g1_i3,273,0.52381,-0.048951,-0.061538,35,1.873529,69,0.060303,true,0.961905,N02632
TRINITY_DN1_c0_g1_i4,316,0.506329,-0.05,-0.038462,33,1.633459,84,0.069824,true,0.964706,N02582
TRINITY_DN1_c0_g1_i5,286,0.527972,-0.072848,0.007407,34,1.714991,69,0.066406,true,0.985714,N02119
TRINITY_DN1_c0_g1_i6,282,0.507092,-0.062937,0.021583,29,1.606049,71,0.061035,true,0.978723,N00030
TRINITY_DN1_c0_g1_i8,206,0.514563,-0.09434,0.12,22,1.627874,43,0.046143,false,NA,NA
TRINITY_DN1_c0_g1_i9,270,0.52963,-0.048951,-0.03937,36,1.905882,68,0.05957,true,0.985294,N02095
TRINITY_DN1_c3_g1_i1,206,0.519417,-0.065421,-0.252525,23,1.662456,64,0.047607,false,NA,NA
TRINITY_DN5_c0_g1_i1,609,0.394089,0.05,-0.073171,48,2.035088,59,0.124023,true,0.375616,N00285
TRINITY_DN5_c0_g1_i10,544,0.441176,-0.108333,-0.092105,57,2.178905,66,0.115479,true,0.797468,N01010
TRINITY_DN5_c0_g1_i13,789,0.390368,0.0,-0.022869,44,1.463822,79,0.158691,true,0.6711,N01397
TRINITY_DN5_c0_g1_i14,529,0.431002,-0.131579,-0.10299,44,1.822567,66,0.113037,true,0.745253,N01010
TRINITY_DN5_c0_g1_i3,609,0.387521,0.050847,-0.067024,46,2.017137,59,0.122559,false,NA,NA
TRINITY_DN5_c0_g1_i4,402,0.405473,-0.079755,-0.146444,36,2.192727,65,0.084717,false,NA,NA
TRINITY_DN5_c0_g1_i5,766,0.391645,0.026667,-0.042918,44,1.499022,79,0.155762,true,0.667901,N02329
TRINITY_DN5_c0_g1_i6,617,0.416532,-0.066148,0.016667,34,1.276034,79,0.12793,true,0.68682,N01397
TRINITY_DN5_c0_g1_i7,608,0.424342,-0.062016,0.0,36,1.320384,79,0.128662,true,0.68642,N02329
TRINITY_DN5_c0_g1_i9,576,0.362847,-0.062201,-0.128065,31,1.641478,52,0.114258,true,0.659926,N00031
TRINITY_DN5_c1_g1_i1,229,0.449782,-0.126214,-0.063492,24,2.105747,52,0.054199,true,0.269095,N02556
TRINITY_DN5_c2_g1_i1,224,0.473214,-0.018868,-0.118644,21,1.675214,74,0.052002,true,0.918919,N02159
TRINITY_DN5_c3_g1_i1,258,0.5,-0.023256,0.147287,33,2.047619,70,0.053467,true,0.049507,N02511
TRINITY_DN30_c0_g1_i1,203,0.522167,-0.018868,-0.195876,25,1.807336,66,0.044189,true,0.995098,N03035
TRINITY_DN7_c0_g1_i1,210,0.5,0.104762,0.047619,19,1.463683,69,0.048584,true,0.981221,N02034
TRINITY_DN8_c0_g1_i1,366,0.527322,-0.067358,-0.086705,50,1.97411,101,0.084717,true,0.764092,N01006
TRINITY_DN8_c0_g1_i2,409,0.498778,-0.068627,-0.043902,51,2.014389,101,0.094238,true,0.832985,N01006
TRINITY_DN2_c0_g1_i1,207,0.42029,0.011494,0.333333,16,1.750529,51,0.04541,true,0.548387,N02339
TRINITY_DN16_c0_g1_i1,671,0.399404,-0.037313,-0.151365,52,1.945904,101,0.140625,true,0.137978,N02511
TRINITY_DN16_c0_g1_i2,203,0.517241,-0.028571,0.0,21,1.54793,67,0.047852,true,0.786822,N02179
TRINITY_DN16_c0_g1_i3,1301,0.392006,-0.019608,-0.003793,84,1.681292,88,0.249512,true,0.292918,N02511
TRINITY_DN16_c0_g1_i4,833,0.416567,-0.008646,0.119342,53,1.466744,100,0.174072,false,NA,NA
TRINITY_DN4_c0_g1_i1,316,0.490506,-0.122581,0.055901,28,1.495605,70,0.071777,true,0.695556,N01013
TRINITY_DN4_c0_g2_i1,407,0.437346,0.011236,-0.213974,26,1.336111,68,0.087158,true,0.95443,N01012
TRINITY_DN4_c0_g2_i10,421,0.437055,-0.01087,-0.240506,29,1.442633,72,0.091064,true,0.995434,N02773
TRINITY_DN4_c0_g2_i11,367,0.46594,-0.005848,-0.112245,30,1.506156,82,0.084229,true,0.995984,N02772
TRINITY_DN4_c0_g2_i2,415,0.428916,0.0,-0.257384,24,1.257417,96,0.089355,true,0.871642,N02344
TRINITY_DN4_c0_g2_i3,397,0.445844,-0.016949,-0.209091,29,1.47037,96,0.083984,true,0.753351,N02336
TRINITY_DN4_c0_g2_i4,312,0.426282,-0.112782,-0.162011,20,1.429226,68,0.06543,false,NA,NA
TRINITY_DN4_c0_g2_i5,291,0.42268,-0.00813,-0.142857,19,1.461925,61,0.062744,true,0.859016,N02338
TRINITY_DN4_c0_g2_i6,407,0.434889,0.016949,-0.226087,28,1.455428,68,0.086426,true,0.994751,N01011
TRINITY_DN4_c0_g2_i7,359,0.43454,-0.064103,-0.192118,26,1.540518,96,0.07666,true,0.927673,N01255
TRINITY_DN4_c0_g2_i8,421,0.429929,-0.016575,-0.25,27,1.388251,72,0.090576,true,0.981735,N02773
TRINITY_DN4_c0_g2_i9,414,0.432367,-0.005587,-0.259574,25,1.292135,83,0.089111,true,0.984127,N02564
TRINITY_DN4_c1_g1_i1,201,0.487562,0.081633,0.223301,18,1.516981,66,0.045654,true,1.0,N02087
TRINITY_DN4_c3_g1_i1,208,0.543269,-0.150442,-0.052632,29,1.933333,69,0.048584,true,0.976526,N02049
TRINITY_DN21_c0_g1_i1,542,0.420664,0.052632,-0.057325,56,2.341975,82,0.114502,true,0.975791,N01649
TRINITY_DN20_c0_g1_i1,235,0.506383,-0.058824,-0.051724,40,2.664399,50,0.054199,true,0.714286,N00046
TRINITY_DN6_c1_g1_i1,216,0.518519,0.071429,-0.019231,31,2.146154,60,0.051025,true,0.660494,N00190
TRINITY_DN6_c2_g1_i1,201,0.457711,-0.021739,0.045872,15,1.425532,66,0.046387,true,0.947619,N02051
TRINITY_DN6_c2_g1_i2,201,0.447761,0.0,0.009009,12,1.191111,66,0.047607,true,0.947619,N02052
TRINITY_DN6_c3_g1_i1,216,0.5,-0.018519,0.0,23,1.704288,71,0.049072,true,0.962441,N02045
TRINITY_DN10_c0_g1_i1,514,0.394942,0.034483,0.138264,40,1.998056,67,0.103516,true,0.834483,N00034
TRINITY_DN10_c0_g1_i2,513,0.407407,0.043062,0.144737,44,2.070826,66,0.103516,true,0.846552,N00034
TRINITY_DN10_c0_g2_i1,221,0.470588,-0.019231,0.162393,17,1.389937,67,0.049805,true,0.955157,N00032
TRINITY_DN10_c0_g3_i1,306,0.392157,0.2,0.11828,28,2.479167,35,0.061768,true,0.331903,N00041
TRINITY_DN10_c0_g4_i1,201,0.462687,-0.010753,0.166667,18,1.673451,66,0.046387,false,NA,NA
TRINITY_DN10_c0_g4_i2,201,0.457711,0.021739,0.229358,15,1.425532,66,0.045654,true,1.0,N02125
TRINITY_DN18_c0_g1_i1,222,0.5,-0.045045,0.225225,21,1.516591,68,0.049805,true,0.956522,N02164
TRINITY_DN18_c0_g1_i2,210,0.504762,-0.037736,0.269231,19,1.42246,69,0.047119,false,NA,NA
TRINITY_DN18_c2_g1_i1,464,0.426724,-0.282828,0.045113,21,1.080625,122,0.097656,true,0.106349,N02511
TRINITY_DN13_c0_g1_i1,207,0.483092,-0.08,-0.065421,22,1.833333,68,0.047363,true,0.922374,N01954
