contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN172_c0_g1_i1,228,0.609649,-0.035971,0.033708,59,2.788557,76,0.048828,true,1.0,N03015
TRINITY_DN135_c0_g1_i1,205,0.482927,-0.030303,0.132075,19,1.591095,67,0.047363,true,0.990338,N01907
TRINITY_DN105_c0_g1_i1,219,0.479452,-0.066667,-0.105263,18,1.436589,72,0.050537,true,1.0,N01990
TRINITY_DN105_c0_g1_i2,225,0.48,-0.055556,-0.076923,21,1.625387,74,0.052246,true,0.982222,N01932
TRINITY_DN120_c0_g1_i1,276,0.507246,0.042857,0.073529,29,1.636475,91,0.064697,true,1.0,N03038
TRINITY_DN106_c1_g1_i1,222,0.436937,-0.010309,0.136,17,1.604592,73,0.050781,true,1.0,N02159
TRINITY_DN106_c2_g1_i1,209,0.483254,-0.029703,0.0,23,1.886578,69,0.046875,true,0.885965,N02084
TRINITY_DN19_c0_g1_i1,279,0.494624,0.014493,-0.007092,22,1.289496,92,0.0625,true,0.957447,N02075
TRINITY_DN19_c0_g1_i2,279,0.491039,-0.007299,-0.014085,23,1.367647,92,0.063721,true,0.953901,N02073
TRINITY_DN19_c4_g1_i1,203,0.492611,0.1,-0.048544,22,1.804444,67,0.047363,true,0.893519,N02611
TRINITY_DN27_c0_g1_i1,344,0.421512,0.103448,0.21608,21,1.389231,86,0.075439,true,0.953079,N02339
TRINITY_DN22_c0_g1_i1,383,0.464752,-0.033708,-0.034146,40,1.936299,70,0.087646,true,0.937304,N00050
TRINITY_DN0_c0_g1_i1,218,0.5,0.045872,-0.229358,27,1.98583,68,0.049805,false,NA,NA
TRINITY_DN0_c0_g1_i10,209,0.492823,-0.029126,0.075472,20,1.577358,43,0.046875,false,NA,NA
TRINITY_DN0_c0_g1_i11,335,0.495522,0.0,0.005917,35,1.701989,84,0.074951,true,0.980392,N02582
TRINITY_DN0_c0_g1_i12,248,0.504032,0.056,-0.154472,32,2.038007,68,0.057373,false,NA,NA
TRINITY_DN0_c0_g1_i13,201,0.482587,0.030928,-0.211538,18,1.539574,66,0.04541,false,NA,NA
TRINITY_DN0_c0_g1_i14,218,0.495413,0.037037,-0.236364,26,1.946429,68,0.050293,false,NA,NA
TRINITY_DN0_c0_g1_i15,249,0.497992,-0.080645,-0.008,23,1.499607,56,0.05835,false,NA,NA
TRINITY_DN0_c0_g1_i17,225,0.475556,-0.009346,-0.186441,22,1.72956,74,0.050537,false,NA,NA
TRINITY_DN0_c0_g1_i18,287,0.522648,0.0,-0.007299,38,1.938844,68,0.06543,false,NA,NA
TRINITY_DN0_c0_g1_i19,287,0.512195,-0.006803,-0.028571,36,1.912625,68,0.065186,false,NA,NA
TRINITY_DN0_c0_g1_i2,249,0.502008,-0.056,-0.016129,24,1.534669,56,0.058594,false,NA,NA
