contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,1192,0.40604,0.045455,-0.096045,87,1.774447,77,0.227539,true,0.254209,N02512
TRINITY_DN0_c0_g1_i2,1178,0.404924,0.031447,-0.087019,87,1.803505,118,0.227539,true,0.254209,N02512
TRINITY_DN0_c0_g2_i1,647,0.454405,0.14966,-0.093484,42,1.286343,71,0.130127,true,0.244949,N02512
TRINITY_DN0_c0_g2_i2,403,0.451613,0.065934,0.095023,36,1.759612,88,0.090088,true,1.0,N02462
TRINITY_DN0_c0_g2_i3,323,0.482972,0.102564,-0.02994,31,1.663289,85,0.07373,false,NA,NA
TRINITY_DN0_c0_g2_i4,344,0.456395,0.133758,0.048128,30,1.705221,93,0.080322,true,0.985663,N01767
TRINITY_DN0_c0_g2_i5,260,0.488462,0.086614,-0.142857,27,1.754123,85,0.060547,true,1.0,N03052
TRINITY_DN0_c0_g2_i6,326,0.469325,0.084967,0.098266,25,1.402754,99,0.074951,true,0.992248,N02723
TRINITY_DN0_c0_g3_i1,464,0.4375,0.083744,0.111111,45,2.041056,91,0.099609,true,0.962801,N01264
TRINITY_DN0_c0_g3_i2,456,0.438596,0.09,0.132813,45,2.068757,91,0.097412,true,0.958425,N01264
TRINITY_DN0_c0_g3_i3,417,0.426859,0.123596,0.037657,44,2.352308,77,0.092773,true,0.96875,N02352
TRINITY_DN0_c0_g4_i1,374,0.505348,-0.089947,-0.059459,28,1.182208,71,0.080078,false,NA,NA
TRINITY_DN0_c1_g1_i1,261,0.536398,0.1,-0.041322,29,1.560297,87,0.061035,true,0.981061,N01764
